slope_pinned,slope_pinned_lo,slope_pinned_hi,r2_pinned,slope_pinned_non_dili,slope_pinned_non_dili_lo,slope_pinned_non_dili_hi,r2_pinned_non_dili,slope_uniform,slope_uniform_lo,slope_uniform_hi,r2_uniform,delta_max_real,mu_offset_real,shrink_term_real,delta_max_real_non_dili,mu_offset_real_non_dili,shrink_term_real_non_dili,real_margin,real_overturnable,real_overturnable_non_dili,real_network_threshold,real_small_compound,real_large_compound,real_n_small,real_n_large,real_dc_small,real_dc_large,real_z_small,real_z_large,real_z_gap,located_percentile,uncond_directional_reversal_real,uncond_rank_discord_real,canonical_target_rows,canonical_unique_targets,canonical_non_dili_target_rows,slope_DILI,slope_pseudo_mean
-0.4988437284331703,-0.5023506837042667,-0.4954255139302051,0.9999214815863278,-0.49742553673789713,-0.5006805611238175,-0.49412049853575135,0.9999434108392193,-0.49975276317894485,-0.5033148400795175,-0.49622745748896596,0.9998851574471286,0.6252504795381141,0.0013296774193549687,0.6239208021187591,0.6259536149339185,0.0020753225806449116,0.6238782923532736,0.3774193548387095,True,True,900,Hyperforin,Quercetin,10,62,1.3,1.6774193548387095,-3.8614552072649904,-5.440301947826024,1.5788467405610334,90.6458,0.065186,0.119724,72,67,67,-0.4949262401211129,-0.49769545401441745
