compound,metric,observed_influence,bootstrap_mean,bootstrap_std,ci_95_lower,ci_95_upper,sample_size,n_bootstrap,exceeds_ci,fold_vs_mean
Hyperforin,RWI_bootstrap,0.11380974516807535,0.03082011429643651,0.009961761575829427,0.016019370819211946,0.054157632716539554,10,100,True,3.69
