network_threshold,compound,n_targets,observed_dc,null_mean,null_std,z_score,p_value,p_fdr,significant
700,Hyperforin,10,0.6,1.5787,0.161976263693172,-6.0422433366775845,0.000999000999000999,0.000999000999000999,True
700,Quercetin,62,1.3387096774193548,1.7067258064516129,0.0674446452796592,-5.45656556582482,0.000999000999000999,0.000999000999000999,True
900,Hyperforin,10,1.3,2.208600000000001,0.2352998937526322,-3.8614552072649904,0.000999000999000999,0.000999000999000999,True
900,Quercetin,62,1.6774193548387095,2.174903225806452,0.0914441653677953,-5.440301947826024,0.000999000999000999,0.000999000999000999,True
