gene_symbol,liver_tpm
TXNDC11,43.7963
RRAGA,43.7864
ATP6V0B,43.7852
AKAP17A,43.7459
NDUFAB1,43.7203
DCPS,43.7126
GPS1,43.6537
MRPL37,43.6494
ARFGAP2,43.624
ATP5E,43.5885
PDHB,43.5287
HAGH,43.5173
NDUFC2,43.4892
GAS6,43.4853
OGDHL,43.4731
HHEX,43.4425
C4A,43.4053
TM9SF2,43.3805
PSMB5,43.3711
PRADC1,43.3065
ETFDH,43.3054
ERH,43.2776
REEP5,43.26
HINT2,43.2503
TOM1,43.2149
GNPTG,43.1908
SSR4,43.1439
AK3,43.1084
PMM1,43.0673
LGALS3BP,43.0526
DNAJC4,42.9691
EDEM1,42.8479
HADH,42.8457
LMF2,42.8136
CTTN,42.8133
ISOC1,42.781
MAP3K11,42.7281
PTPRF,42.7091
VDAC3,42.7061
COMT,42.6844
GPRC5C,42.6016
NR1I2,42.5814
PPP1R1A,42.5204
SURF1,42.5162
SPSB3,42.4963
SELENOW,42.4849
FKBP1A,42.467
CTSF,42.4624
H2AFZ,42.4601
PRG4,42.4375
LAMTOR2,42.4367
SMIM14,42.3482
IGLC2,42.3469
ESRRA,42.3002
IDH3B,42.2584
H19,42.1603
SEC13,42.0608
BNIP3,42.0021
RPS28P7,41.9944
MALAT1,41.9456
PPP1R16A,41.9168
SHISA5,41.9167
TMED7,41.8964
STARD7,41.89
CHMP4B,41.878
COL6A2,41.8304
MRPL54,41.8204
RPL37,41.6962
ALKBH5,41.6471
ACSL5,41.6148
NXF1,41.6139
ACBD4,41.5886
GTF3A,41.5865
EIF4EBP1,41.5594
PRPF19,41.4925
DDRGK1,41.486
EIF1B,41.3727
RTKN,41.3313
SLCO1B3,41.3091
VAMP5,41.3008
SF3B2,41.2459
SLC47A1,41.2118
SRSF7,41.2098
LAMTOR5,41.195
DMGDH,41.1843
GADD45A,41.0765
RHBDD2,41.061
COLEC11,41.047
CSRNP1,41.0334
RBM6,41.023
CYP4V2,40.9538
MRPL24,40.9008
ABCC6,40.8055
PGD,40.802
MRPL16,40.7534
CCT7,40.7104
BLOC1S1,40.6739
CPN1,40.6474
SCARB2,40.6171
LRP5,40.6148
DDIT3,40.5938
SQSTM1,40.5774
PER1,40.5436
SUMF2,40.5156
PERP,40.5117
CTNND1,40.5057
PSMA1,40.4621
ACOT12,40.4541
NDUFS6,40.435
OAZ2,40.4166
RAB5C,40.385
ESRP2,40.3748
ACTR1B,40.3367
SRSF11,40.333
PHC2,40.3066
IGLC1,40.2646
CRY2,40.2477
MRFAP1L1,40.2427
NECTIN2,40.2422
UNC5CL,40.2354
ALDH1B1,40.106
GRN,40.1041
TKFC,40.0936
CPTP,40.0903
GALK1,40.0901
SUPT5H,40.0899
AKR7A2,40.046
CXXC5,39.9944
DPM3,39.9713
SLC25A38,39.9645
ANP32B,39.9267
SEC11A,39.9206
MRPL28,39.8806
GNAI2,39.8801
MRPL20,39.8737
CTDSP2,39.8622
DUSP3,39.8279
NAGS,39.798
DNAJA3,39.7835
UBA1,39.6549
UBXN4,39.5648
CD302,39.5614
LYPLA2,39.5283
IGHG1,39.5251
HSBP1L1,39.5044
NDUFA8,39.498
TBC1D17,39.4741
GLDC,39.4683
IMPDH2,39.4339
PICALM,39.4324
ADAR,39.3686
MFN2,39.3594
MCFD2,39.3207
IRF7,39.294
CLPTM1,39.2855
GLO1,39.2697
MGST2,39.2657
EIF3E,39.2525
CFHR5,39.2459
NDUFA2,39.1901
HNRNPD,39.1253
HIST1H2BK,39.1033
RAB6A,39.1005
NR1H4,39.0665
FBXO7,39.0465
SORBS3,39.0412
TAGLN,38.9466
SLC22A18,38.8903
UROD,38.8675
YWHAQ,38.8448
ATP6V1F,38.8381
CCDC124,38.8075
SLC25A28,38.7901
TRIM8,38.7842
SOCS3,38.7759
OCIAD2,38.7634
DDX3X,38.7557
CENPX,38.745
SMOC1,38.7403
C11orf24,38.7004
FCN2,38.6943
MRPS35,38.6797
LAP3,38.6649
AIFM1,38.6085
IL1RN,38.6072
HES1,38.5382
MTSS1L,38.5059
OSBP,38.5052
GTPBP6,38.5039
RASSF7,38.5003
NDUFA7,38.4386
HNRNPH2,38.41
C6orf62,38.4065
PAN2,38.1863
NUCKS1,38.1153
PRKACA,38.0798
CLTA,38.0749
PUF60,38.0354
IL6R,38.0337
VPS28,38.02
ATXN2L,38.0053
MGMT,37.9861
CAPZB,37.8765
SIVA1,37.7765
AK2,37.7737
ATRAID,37.744
CAPN5,37.7202
ST6GALNAC6,37.6915
INHBC,37.686
CTGF,37.6423
S100A11,37.6361
NINJ1,37.6308
PPP1R12C,37.6306
NDUFS8,37.6134
OGT,37.6133
AP3D1,37.6028
CTDNEP1,37.5884
LONP1,37.5533
PECR,37.4722
LSS,37.4651
AMFR,37.4625
FAM3A,37.4372
MOGS,37.4359
BEX3,37.4215
CXCL12,37.399
PDIA6,37.3742
IFRD2,37.3564
CRELD2,37.3505
CAP1,37.3393
TMEM230,37.3275
TMEM179B,37.318
CDK9,37.3126
ACOX1,37.2952
CHST13,37.295
ZNHIT1,37.2781
C14orf1,37.1999
RPL39,37.199
SLC30A1,37.1907
NME3,37.1866
JUP,37.1677
DEPDC7,37.1374
PALM3,37.119
DDAH1,37.0926
ADIPOR2,37.0755
ELOVL5,37.0198
EIF2AK1,36.9307
TCP1,36.9222
NDUFB3,36.8917
SCAP,36.822
CYP4F11,36.7294
RNF187,36.7285
AMN,36.7215
RPS6KB2,36.7165
ATP6V0E2,36.7021
BCL6,36.6866
EIF4EBP3,36.6791
TNFRSF10B,36.6457
DAZAP1,36.6453
PRKAR1A,36.6309
PEF1,36.6079
CROCCP2,36.504
A1CF,36.4873
FMO5,36.4633
KDM8,36.3901
GPAM,36.3679
SMG5,36.363
IMP3,36.361
MTHFD1,36.3189
TARDBP,36.2955
PABPC4,36.2891
UBE2G2,36.1972
YWHAB,36.1955
ASB13,36.166
CPSF7,36.1521
MAP2K3,36.1367
THEM6,36.1086
COX7B,36.0953
IFI6,36.0782
GCDH,36.0555
ACACB,36.0467
FBL,36.0417
SNRPC,36.006
ZNF358,36.005
KLC4,35.9688
TMEM82,35.9642
PSMD8,35.96
EMC6,35.8987
ORAI3,35.884
ENO3,35.8647
RING1,35.8149
PTPA,35.7698
ZYX,35.7533
ITM2B,35.726
C12orf57,35.7171
MCCC2,35.7154
USF1,35.6385
HMGN2,35.6333
ABHD2,35.6064
MRPL49,35.5947
CLIC1,35.5911
DHRS7,35.5466
CSAD,35.5405
LINC01348,35.5018
TIMM23,35.4798
NDUFS4,35.4779
ACO1,35.4714
MRPL38,35.4583
POLR2I,35.4451
RAN,35.4406
AKAP8L,35.3671
ARPC4,35.359
GRK2,35.3106
CDC42,35.3026
ELL2,35.2959
HMG20B,35.2381
QTRT1,35.1862
PQBP1,35.1603
CDK10,35.1592
RBM42,35.1396
PCTP,35.0839
MASP1,35.0727
METTL26,35.0336
TNFAIP1,35.024
MIEN1,35.0131
ZKSCAN1,34.9924
POP7,34.983
BCKDK,34.9591
RNF10,34.9576
ATP2A2,34.95
MAN2C1,34.929
PCOLCE,34.8383
SARS,34.836
LGALS4,34.8332
MAOA,34.8161
SIAH2,34.8119
AMT,34.8112
ARGLU1,34.7813
SEMA4G,34.7726
IER2,34.7485
ISCU,34.7193
CGN,34.7068
COPA,34.6755
SNRPD2,34.6389
CLASRP,34.6203
TRIB1,34.6111
BDH2,34.5907
CYP2J2,34.5306
MLX,34.5235
SRSF3,34.5006
SLC17A2,34.5006
DVL1,34.4933
ZMAT2,34.4705
STRADB,34.4636
IGSF8,34.4622
LRRC75B,34.4337
SLC39A1,34.4198
FAAH,34.4063
MGLL,34.3982
DXO,34.3855
SND1,34.3781
TSTA3,34.3691
PKLR,34.3493
ARAF,34.3415
GADD45GIP1,34.3144
WDR6,34.2792
MEA1,34.2748
NAT8,34.2564
ATP6V0D1,34.2265
TTPA,34.2247
YWHAG,34.2215
CCT6A,34.2119
S100A10,34.1909
TSR3,34.19
F5,34.1776
ATP1A1,34.1715
WDR83OS,34.1666
SELENOK,34.1575
TLN1,34.1568
PPP1R14B,34.1557
RTCB,34.1302
TMEM30A,34.0804
CMAS,34.0798
CTAGE5,34.0788
SLC35B1,34.0726
CAMK2N1,34.056
APEH,34.0534
NAXE,34.0488
RHOC,34.0182
ADD1,34.0122
CCT8,34.0122
TNKS1BP1,34.0111
COPZ1,34.0092
FPGS,33.995
IL6ST,33.9688
TPP1,33.9604
RARRES3,33.9536
ARCN1,33.94
KIAA2013,33.9375
NR1H3,33.9312
CLINT1,33.9236
CTNNB1,33.9225
ZFAND5,33.9208
AP3S1,33.8619
SLC23A2,33.854
QARS,33.8395
NRDC,33.826
MVP,33.8059
TPD52L2,33.7909
CHKB,33.7691
TMEM147,33.7364
MRPL15,33.73
TSPO,33.7255
C19orf24,33.7149
BSDC1,33.6889
UBQLN1,33.6867
ACSS2,33.6835
CPNE1,33.6428
SFPQ,33.6236
HPGD,33.5658
TP53I13,33.5441
GALNT2,33.5321
EMD,33.521
HIST1H2AC,33.4793
OCEL1,33.4268
SRPRB,33.4236
SET,33.4203
PLPP3,33.4005
GLRX5,33.3967
CCNG1,33.3952
NDUFAF3,33.3949
AKR1C2,33.3775
GNE,33.3519
RGS14,33.3367
IRF2BP2,33.3311
TM6SF2,33.3242
LAMTOR1,33.2851
SDSL,33.2479
NELFCD,33.2311
GRAMD4,33.2307
ERBB3,33.1959
SKIV2L,33.1819
SNHG6,33.1442
FAM50A,33.1071
CAPN1,33.105
ESYT1,33.1041
TRAPPC6A,33.0413
AKT1,32.9977
AKR1C1,32.9937
STUB1,32.9913
THAP7,32.9693
CS,32.9619
VWA1,32.9391
TNFSF14,32.9384
SMDT1,32.9324
PLA2G12B,32.8993
LAMTOR4,32.8983
ALDH5A1,32.8751
RNF126,32.8282
HSD17B8,32.8078
CHMP1A,32.7986
MRPS21,32.7496
TBCA,32.7377
LONP2,32.6897
TRIP6,32.6885
PITPNB,32.6717
USO1,32.6595
ZFAND6,32.5659
ILVBL,32.5544
PSMD6,32.5357
TCEAL4,32.5304
TJP2,32.5272
TMEM203,32.4999
CCT4,32.4877
ARL4D,32.4694
IRF3,32.4662
CACFD1,32.4636
GCHFR,32.4587
CCNI,32.4539
PCED1A,32.4378
GGH,32.3619
TMEM14A,32.3312
TNFSF10,32.2989
NDUFB6,32.2813
EVA1A,32.2729
UQCRFS1,32.2699
COPB2,32.237
MYD88,32.2042
SERINC3,32.1995
TGFBI,32.1756
VPS25,32.168
RND1,32.1218
TFG,32.0978
TMEM45A,32.0748
SUMO3,32.0742
IFNGR1,32.0599
NARS,32.0358
ARHGAP1,32.0341
EIF3D,32.008
SLC31A1,31.9708
MRPS15,31.9658
DGAT1,31.9613
BTBD6,31.9205
PAF1,31.898
GSS,31.8979
NHP2,31.8949
CISH,31.8931
CLTB,31.8685
RCAN1,31.8539
ZC3H7B,31.8427
RAB13,31.8226
SLC6A1,31.8042
PDAP1,31.8027
TXLNA,31.8019
SSR3,31.7721
ATP6V1E1,31.7553
PSMD2,31.7286
IMP4,31.7023
MCRIP2,31.6893
C19orf70,31.6725
STX10,31.6425
CD46,31.632
ETNPPL,31.6184
FAM193B,31.5834
CPT1A,31.5565
MAGT1,31.5407
UCK1,31.5346
MMP15,31.528
TAF7,31.5265
TOMM20,31.506
ODC1,31.4883
RAB20,31.45
CDV3,31.4492
KIF1C,31.4268
TSC22D3,31.3635
LASP1,31.3473
EZR,31.3414
CTNNA1,31.313
TKT,31.2959
HDAC1,31.2741
YWHAH,31.2732
MRPS12,31.2678
NEU4,31.2622
POLR2J,31.2605
PDIA5,31.2403
TSTD1,31.2393
TEX261,31.234
TIMM10,31.1952
IK,31.1784
ILF2,31.1639
SIRPA,31.1588
RNF11,31.1467
MTTP,31.1466
LAMP2,31.1442
MTFR1L,31.1133
RNF114,31.1114
UBAP1,31.0689
SPTBN1,31.0607
SRP54,31.0563
LUC7L2,31.0549
TMEM140,31.0468
AGMAT,31.0363
SRM,31.0211
SGTA,31.0116
MFSD3,30.9867
LSM4,30.9384
EIF2A,30.9015
HDAC3,30.8936
LECT2,30.8882
PLEKHJ1,30.8678
TADA3,30.8671
NENF,30.8507
EIF3L,30.8275
EMC7,30.8203
SYPL1,30.7987
MAPKAPK2,30.7982
ESD,30.7979
IRF9,30.794
RDH5,30.7936
ECE1,30.7815
EIF2S3,30.7749
PEX19,30.732
DNAJB2,30.6466
NAGLU,30.6144
GMPPA,30.6118
MRPL55,30.5686
FKBP3,30.543
ADK,30.5428
PDZK1,30.4854
STX16,30.4806
NPC1L1,30.4785
SLC16A2,30.474
PROX1,30.4462
FOXA3,30.3829
OSBPL9,30.3684
DYNLL1,30.3438
IMMT,30.3392
THRAP3,30.3196
HSF1,30.3111
ANAPC16,30.2895
FAM210B,30.2832
RELA,30.2558
MSN,30.234
MRPL18,30.2258
GDI1,30.2122
TRABD,30.1824
UGT1A4,30.1301
SMARCD2,30.1268
RNF185,30.0948
TTC39C,30.0864
DESI1,30.0559
GPS2,30.01
SLC25A15,30.0056
MRPL2,30.0025
GNL3,29.9976
PLPP1,29.9931
ERAL1,29.9898
FAXDC2,29.9746
KIAA1191,29.9658
ZFAND2A,29.9545
HOGA1,29.9416
GRTP1,29.9362
RN7SL2,29.9356
RAB2A,29.8651
LMBRD1,29.8288
TRIB3,29.8138
ATN1,29.8044
F13B,29.7508
NFIC,29.7267
RP11-274B21.3,29.6925
NBR1,29.6835
TMEM175,29.6654
KHSRP,29.6647
ZBTB7B,29.632
SLC46A3,29.6111
PA2G4,29.5775
SMAP2,29.5618
TNFAIP2,29.5562
TRPT1,29.5515
CLTC,29.5363
DUSP6,29.5344
POLR3GL,29.519
LUC7L3,29.5091
C1orf122,29.503
TMEM129,29.4987
FGFRL1,29.4971
NCLN,29.4743
SEPT2,29.4708
PSMB10,29.4597
RBM3,29.4555
ACAT2,29.4503
COX17,29.4444
SAFB,29.4319
SGK2,29.4263
ALG3,29.4193
ZC3H13,29.3989
ENG,29.3707
TSPYL1,29.3312
PLA2G16,29.3302
NAP1L4,29.3115
LRRC59,29.2683
IGHM,29.2609
RAMP1,29.2576
C11orf96,29.2397
SAP18,29.2174
CAPZA1,29.187
NDUFA11,29.1863
RORC,29.1728
GHR,29.1498
CCDC167,29.1348
CRLS1,29.1202
CPSF1,29.0674
NRBF2,29.0568
ACTN1,29.0361
SREBF2,28.9698
CWC15,28.9487
OGFR,28.9426
ISG15,28.9351
TMEM56,28.9315
MIDN,28.918
LAMB2,28.9115
KARS,28.8998
ABCF3,28.8892
ERLIN1,28.885
ITGB5,28.863
SGSM3,28.8536
GBA2,28.8459
HEBP1,28.8295
VMP1,28.8218
MICU1,28.7725
ACOT2,28.7351
ARPC2,28.7122
BORCS7,28.6994
PGRMC2,28.687
MRPL3,28.6816
ABCB4,28.6631
YWHAZ,28.6585
DHPS,28.6495
NFKBIZ,28.6465
RAB24,28.6462
BABAM1,28.6397
EIF5B,28.6392
AIP,28.6314
SSBP1,28.6199
PID1,28.6189
RNF128,28.6052
SDCBP,28.5884
ST3GAL1,28.5843
PRPF8,28.567
PPM1G,28.5644
NDUFS3,28.5577
CENPB,28.5469
RP11-290F5.1,28.5366
NSUN2,28.5317
NPIPB14P,28.528
ZSWIM8,28.5013
PMF1,28.4974
STT3B,28.4769
ANAPC11,28.4644
ECSIT,28.4611
PIH1D1,28.4348
HEXB,28.4281
ANAPC5,28.4211
PMPCB,28.4201
RXRB,28.4198
AGFG2,28.408
RNH1,28.3993
MTSS1,28.3786
TMED1,28.3656
SEC11C,28.3367
SH3BGRL3,28.3351
EIF2S2,28.331
COQ5,28.2811
NMT1,28.2628
GBA3,28.2529
GALM,28.2387
AKT2,28.1895
C16orf70,28.1614
MYL9,28.1563
MAIP1,28.1479
TMEM8A,28.1466
NR1H2,28.1117
SHARPIN,28.1002
APBB3,28.0895
PPP2CB,28.089
ARL16,28.0491
ILK,28.0455
SEC31A,28.0422
R3HDM4,28.0389
CTSH,28.0328
ARMC6,28.0053
SELENOS,27.9915
AGTR1,27.971
PPID,27.9557
SAR1B,27.9525
ARFGAP3,27.9523
ANXA10,27.9387
SUPT4H1,27.9024
MAF1,27.8869
LITAF,27.8741
ACP1,27.8709
APOL2,27.8522
IARS2,27.85
RBM5,27.8455
PTS,27.8349
ARL8A,27.8329
SLC50A1,27.8269
RCN3,27.7959
TM9SF3,27.7949
PVR,27.7949
COPRS,27.7931
ZNF444,27.7605
VAV2,27.753
CNIH1,27.747
OXER1,27.7378
BAP1,27.734
PRPF31,27.7036
SHC1,27.6901
AKAP1,27.6831
SNTB1,27.6736
TEN1,27.6679
FADS2,27.6512
NDRG1,27.6447
AHSA1,27.6428
PROSC,27.6206
MRPL4,27.5691
PTH1R,27.5664
AZGP1P1,27.5622
PSMC2,27.5576
CUEDC2,27.5546
PPP1R15A,27.5393
GRPEL1,27.5273
PFKFB1,27.523
C5orf15,27.5214
ULK1,27.5174
ITGB1,27.5115
NUDT8,27.5003
FERMT2,27.4948
RAB5B,27.4874
GAA,27.4729
SEC62,27.4329
SERBP1,27.4245
NEK6,27.3963
ACTA2,27.3746
SLC35A4,27.3683
TIMMDC1,27.3652
SUOX,27.3412
PSMA2,27.2854
RBX1,27.2851
NNT,27.2804
EDEM2,27.28
MTDH,27.2797
ANKRD10,27.2719
HSD17B14,27.2677
TOMM70,27.2524
DDB1,27.2504
TPMT,27.2287
NID1,27.2254
SEC16A,27.222
CYP2A7,27.2182
INTS10,27.2079
PHYKPL,27.2056
FAM136A,27.2038
CNPPD1,27.1868
SLC35D1,27.1807
HTATIP2,27.1694
CCM2,27.1464
HMGB1,27.117
SQRDL,27.1129
NRBP1,27.1066
SEL1L,27.098
HCFC1R1,27.0831
NOC2L,27.0626
MRPS2,27.0361
BRI3,27.0291
LMNA,27.0291
ADGRA3,26.9976
CES3,26.9856
PNPO,26.9504
MVK,26.9486
TMEM86B,26.9358
BAD,26.9219
GIPC1,26.9207
PABPC1L,26.9206
AVPI1,26.9203
OSTF1,26.9133
CIAO1,26.9029
RSRP1,26.8999
GRB2,26.897
PTP4A2,26.8878
CYCS,26.8808
MBNL2,26.875
MSRB2,26.862
LRP3,26.8608
MRPL40,26.847
SLC35D2,26.8457
EIF4EBP2,26.8188
GLRX,26.8083
SPG21,26.8042
LIPC,26.8008
CCDC47,26.7978
NIT1,26.7905
TMEM248,26.7849
PNP,26.7788
CYP4F12,26.7779
COA4,26.7601
STAP2,26.7576
FBXO17,26.7349
PYCR2,26.7207
RPP25L,26.7114
GBP7,26.6869
DCAF6,26.684
RANGAP1,26.6811
RSAD1,26.67
RPS29,26.6395
CCT2,26.6211
PDHA1,26.6188
TRAF7,26.6171
AKIRIN1,26.5878
PARP10,26.5753
SPCS3,26.5696
FLII,26.5419
GPR108,26.5278
MRPL58,26.5141
DERL1,26.4928
PIK3AP1,26.4603
AP2A1,26.4443
ALDOC,26.4248
SNRPA,26.4231
POLR2C,26.4162
S100A6,26.4067
ACTR2,26.4004
PCYOX1,26.3903
SRGN,26.3714
CPT2,26.3525
NDUFC1,26.3507
MRPS18A,26.3311
TRAP1,26.3207
PCNP,26.3114
DPM1,26.2969
TRIM27,26.287
PTPN18,26.2855
KCNJ8,26.2841
GLYR1,26.2679
CDC123,26.2667
VIM,26.2396
MGAT1,26.2081
KLF6,26.1923
SCAMP2,26.1802
C11orf58,26.1756
CLDN2,26.1366
TUBA1B,26.1317
FAM107B,26.1275
TXNDC17,26.1183
MTMR4,26.0816
IGHG2,26.0791
ATG4B,26.0751
XDH,26.0548
ATF6B,26.0484
CCDC28A,26.0347
DCTN2,26.0115
ARRDC3,25.9867
IGLC3,25.9568
ENSA,25.9502
DHRS4L2,25.9452
NUDT16L1,25.9273
SARNP,25.9195
TSR2,25.9083
SSRP1,25.9078
CHTF8,25.894
MGEA5,25.8643
EIF4A3,25.8612
CLSTN3,25.8382
IL17RB,25.8266
CD68,25.8224
SSU72,25.8181
CSK,25.818
CARHSP1,25.7744
HULC,25.7691
NSA2,25.765
C1orf123,25.7646
JAGN1,25.7635
DPP9,25.7614
MLLT1,25.7349
C17orf62,25.7267
CCND1,25.7132
CSNK1D,25.7117
DCTD,25.6697
IQGAP2,25.6679
FOXRED1,25.6667
RCC1L,25.6637
CUL1,25.6549
C6orf48,25.6254
TMEM109,25.6161
CHDH,25.6041
TRA2B,25.595
WDR45B,25.5882
WBP1L,25.5859
ELAC2,25.5745
GCLC,25.5583
AKR7L,25.556
UFC1,25.5492
PCSK9,25.5472
ARHGEF40,25.5413
COL3A1,25.541
LRCH4,25.5347
CLDN3,25.521
PDF,25.511
S100A8,25.5106
TRA2A,25.5064
TMEM220,25.4978
FGFR3,25.4971
ULK3,25.4902
SMLR1,25.4866
COQ8A,25.4749
MRPS7,25.4697
PSMF1,25.4618
TMEM63B,25.4595
TRIAP1,25.4422
LLGL2,25.437
SDCCAG3,25.4365
SPON2,25.4316
E2F4,25.4086
ASCC2,25.3941
TYROBP,25.3761
CERS4,25.3744
NDST1,25.3744
PHYHD1,25.364
DDX56,25.3629
PPP2R5A,25.3573
ANAPC13,25.334
PPP2R1A,25.3267
TYK2,25.3056
SLC29A1,25.3028
SF3A2,25.3014
CRK,25.2977
FDFT1,25.2903
STX5,25.2692
TSPAN9,25.2597
MAP2K1,25.2587
SYNGR2,25.2581
MRPL52,25.2409
ZBED1,25.2405
POLR2H,25.2151
TMEM59,25.2123
CLK2,25.1974
GTF3C6,25.1856
AHSA2,25.1793
FST,25.1733
PHF1,25.1669
SEC16B,25.1391
MRPS16,25.1208
AS3MT,25.1198
SLC22A3,25.1054
TMEM97,25.0744
SPATA20,25.0742
TBC1D9B,25.0573
MRPL33,25.015
CDC16,25.0057
HP1BP3,25.0025
ZNF330,24.9984
PHGDH,24.9796
C14orf2,24.9737
VEGFB,24.9657
MTIF3,24.9479
DDX23,24.9341
NDUFB2,24.9011
RIOK3,24.8854
UBE2M,24.8819
COPS7A,24.8626
FAM120A,24.8621
CHRNA4,24.8579
JMJD8,24.8511
PHKA2,24.8385
NAA20,24.8302
HNRNPU,24.8223
ABCB6,24.8065
RCL1,24.7965
GBE1,24.7689
TRAF4,24.7651
FN3K,24.7567
CMTM8,24.741
RHEB,24.6616
OPLAH,24.6333
EMC4,24.6234
METTL17,24.6119
CFHR4,24.5723
SUPT6H,24.5558
VAMP2,24.5387
CLPX,24.5382
CDH1,24.5229
CYP3A7,24.5131
TCF25,24.4948
ARSA,24.4781
TSPAN33,24.4392
GORASP2,24.4256
DNAJC3,24.4237
BET1L,24.4219
AGPAT1,24.4211
CTD-2619J13.5,24.3905
IGKV3-20,24.3771
SRP68,24.3761
FUCA1,24.37
AIG1,24.3673
LSM14A,24.356
CAMK1,24.3294
C8orf82,24.3153
IGFLR1,24.3017
PRKAB2,24.2845
HMOX2,24.2828
RRAS,24.2801
HMGN1,24.2707
HIST1H2BD,24.2693
NOP58,24.2386
RTP3,24.2343
CELF1,24.2228
GCAT,24.2068
TCTA,24.2057
PPP1R10,24.1838
RAB32,24.1803
PSENEN,24.1799
MRPS25,24.1565
ACO2,24.1558
NSUN6,24.1503
PJA2,24.1381
FAM162A,24.1338
MRPL44,24.1264
MARCH2,24.1179
MOCS1,24.0977
ARHGEF12,24.0898
CDKN1B,24.0626
ABCC6P1,24.0622
DDX1,24.0534
CRELD1,24.051
BTBD2,24.0489
NFE2L2,24.0384
GSR,24.0098
ZFAND3,23.995
STARD5,23.9842
PLOD3,23.9746
FKBP4,23.9684
PIK3R1,23.9519
SLC1A1,23.9427
UBE2R2,23.9403
HDHD5,23.9342
OAT,23.9237
UBE2L3,23.8826
BCS1L,23.876
ABHD16A,23.855
FAM134A,23.8544
NSMF,23.8411
SIRT2,23.839
UBE2B,23.8198
SRA1,23.8085
PIM1,23.8056
AP1B1,23.7993
TIMM44,23.7954
PRNP,23.78
POLR2A,23.7755
IRAK1,23.7724
NAA60,23.7681
PDCD5,23.7585
DAO,23.7389
CYB5B,23.7011
DARS,23.6804
SNU13,23.6735
FAHD2A,23.6668
ERF,23.6569
BCAM,23.6531
PBX2,23.6336
PPCS,23.6236
IGHJ4,23.6147
UQCRB,23.5992
TBRG4,23.5908
LINC00493,23.5852
CXXC1,23.5806
NT5C,23.5763
DNAJC19,23.5753
DBH,23.5694
COPB1,23.5685
ABCD3,23.542
ZFAND2B,23.5414
MBD6,23.5374
SH3GL1,23.5031
API5,23.4507
CSNK1A1,23.4449
TMEM150A,23.4416
SEMA4B,23.4297
LSM7,23.4235
PITHD1,23.4202
SNRNP200,23.4175
KLF9,23.4111
GAK,23.4056
EIF3J,23.4028
MAP1LC3A,23.3923
HACL1,23.3902
KIAA1161,23.3737
FAM213A,23.3724
FDX1,23.3661
VPS51,23.3566
AAAS,23.3512
PRKAA1,23.3512
TMEM126A,23.3421
STAB1,23.3386
TTC31,23.3139
ZNF768,23.3041
ATP6AP2,23.3012
ARPC1B,23.3008
ATF3,23.2951
NDUFS7,23.2142
HNRNPH3,23.207
MRPL39,23.2013
TLE1,23.1976
ACIN1,23.1798
DLD,23.1759
VDAC2,23.1737
FARSA,23.1684
TMED4,23.154
FIBP,23.1395
OGDH,23.1275
SNHG1,23.1256
CRTC2,23.1106
GGT5,23.1081
SNHG5,23.107
CTSO,23.1039
ASNA1,23.0917
RBM10,23.0805
FAM8A1,23.0665
MST1L,23.0567
ANXA4,23.0518
SLC2A10,23.0499
BCAS2,23.0451
PRRC2A,23.0327
TIMP3,23.0246
MED8,23.0242
FOXA2,23.0216
NELFB,23.0109
PITPNA,22.9805
GLOD4,22.9713
INSR,22.9703
KANK1,22.9694
C11orf54,22.9609
PSMD1,22.9587
EIF3A,22.9375
RP11-799B12.1,22.9098
SFXN1,22.8903
WDR18,22.8826
SCAMP3,22.8163
WDR5,22.815
GOLIM4,22.8059
UBE2V1,22.8023
FLNA,22.7955
BLNK,22.7944
DPM2,22.7902
RND3,22.7816
DNPEP,22.7659
CDC42SE1,22.7371
OSER1,22.7256
MRPS10,22.7251
UPF1,22.7164
PCMT1,22.7108
HN1L,22.706
AGPAT3,22.7052
HECTD3,22.6855
NAA10,22.6783
SS18L1,22.668
LDLR,22.6645
GARS,22.6595
GOLGA5,22.6589
IL1R1,22.6486
CLIC4,22.6466
RP11-132A1.6,22.6439
POLRMT,22.6161
ARF6,22.5985
SMARCA1,22.5984
HIBCH,22.5954
KTN1,22.587
ZBTB48,22.5764
PSMB2,22.5675
UGT1A1,22.5555
PEX6,22.5303
FAM234A,22.5153
LYPLA1,22.5062
MRPL57,22.4945
CHD1L,22.4941
HNMT,22.4902
ANKZF1,22.4874
LGMN,22.4813
TTC1,22.4765
TM7SF3,22.467
JOSD2,22.4654
TRIM26,22.4583
RAP2C,22.4548
CITED4,22.437
STIP1,22.434
DNM2,22.4266
CHD4,22.4194
PRPF6,22.4175
RILP,22.4169
CCT5,22.4001
INF2,22.3716
SPNS1,22.3588
LINC01018,22.3539
MVD,22.3383
IER3,22.3338
NEDD8,22.3331
LACTB2,22.3241
SBNO2,22.3103
MRPL43,22.2981
CCL21,22.2969
RPRD1B,22.2894
DDX49,22.2885
AP1S1,22.2859
CPOX,22.2651
HGS,22.2442
N4BP2L1,22.2273
MRPL46,22.2021
AHCYL1,22.1825
MACROD1,22.1681
ODF3B,22.1654
CAMSAP3,22.1643
THYN1,22.1637
WDR45,22.1417
AK1,22.1139
WDR1,22.0747
PPP5C,22.0747
R3HDM2,22.0605
ZNF395,22.032
ARL8B,21.9883
FAM160A2,21.9801
CREB3,21.9707
ARHGDIB,21.97
MAPK8IP3,21.9584
ITGA5,21.9574
DAP3,21.9475
XAB2,21.9338
CRCP,21.8939
AK4,21.8917
