distribution,loo_influence
quercetin_subset,0.028237243032846953
quercetin_subset,0.0183884942765145
quercetin_subset,0.03365270235312485
quercetin_subset,0.02288718533333405
quercetin_subset,0.03660388150280231
quercetin_subset,0.034912110102634536
quercetin_subset,0.023851611993158477
quercetin_subset,0.032157674242663976
quercetin_subset,0.025519061728182788
quercetin_subset,0.05193124513340968
quercetin_subset,0.029444299787428314
quercetin_subset,0.027703297911107504
quercetin_subset,0.04406899568947979
quercetin_subset,0.02110590385291877
quercetin_subset,0.02159570609905802
quercetin_subset,0.02016763927140777
quercetin_subset,0.03595823331821451
quercetin_subset,0.027810125194579878
quercetin_subset,0.03859039481155664
quercetin_subset,0.03734917407244292
quercetin_subset,0.03556133928973223
quercetin_subset,0.039978523780977646
quercetin_subset,0.026632415096751547
quercetin_subset,0.028857645262338624
quercetin_subset,0.023704224079372095
quercetin_subset,0.03089548435314136
quercetin_subset,0.01588642032974912
quercetin_subset,0.0340376891439777
quercetin_subset,0.03996704314276392
quercetin_subset,0.03411898583499607
quercetin_subset,0.01705683535273157
quercetin_subset,0.03525420456830991
quercetin_subset,0.030991163199536497
quercetin_subset,0.011553010498366826
quercetin_subset,0.028504061595082574
quercetin_subset,0.026990852544308087
quercetin_subset,0.01980810813263997
quercetin_subset,0.05676681392012114
quercetin_subset,0.023959106211421197
quercetin_subset,0.022219325634282173
quercetin_subset,0.024545933513524142
quercetin_subset,0.017016317334228263
quercetin_subset,0.03284463473811503
quercetin_subset,0.024961676218529023
quercetin_subset,0.035797919464860335
quercetin_subset,0.02356581329565794
quercetin_subset,0.027083574711362888
quercetin_subset,0.034321329749352966
quercetin_subset,0.029044109151904137
quercetin_subset,0.040558842879291464
quercetin_subset,0.030139231345706213
quercetin_subset,0.027296819162752887
quercetin_subset,0.01896229563944913
quercetin_subset,0.048602883825020225
quercetin_subset,0.0344401552576034
quercetin_subset,0.03768197909222073
quercetin_subset,0.02983616513912526
quercetin_subset,0.026408108700478983
quercetin_subset,0.030599197005929897
quercetin_subset,0.028361117410605752
quercetin_subset,0.025186552695439447
quercetin_subset,0.026870401643635303
quercetin_subset,0.03484138493786
quercetin_subset,0.03246181196971934
quercetin_subset,0.02923870637899493
quercetin_subset,0.034308149494815726
quercetin_subset,0.029008942328898217
quercetin_subset,0.026016929514158574
quercetin_subset,0.02891270912906039
quercetin_subset,0.02611829116441985
quercetin_subset,0.02982428243675715
quercetin_subset,0.025262887535281105
quercetin_subset,0.036127568831146754
quercetin_subset,0.030404787587113874
quercetin_subset,0.0188290647304624
quercetin_subset,0.029527156552520896
quercetin_subset,0.03544906714018677
quercetin_subset,0.03041765690014591
quercetin_subset,0.02878797133155559
quercetin_subset,0.035189995991300835
quercetin_subset,0.02547584640541261
quercetin_subset,0.02849093878357972
quercetin_subset,0.041871623712351154
quercetin_subset,0.01849686109297805
quercetin_subset,0.026633380823887158
quercetin_subset,0.042016939060922444
quercetin_subset,0.032824570102487086
quercetin_subset,0.027908755000232297
quercetin_subset,0.030483227610903992
quercetin_subset,0.021060935889608175
quercetin_subset,0.03888042555357194
