test_compound,reference_drug,reference_ltkbid,reference_dilirank,reference_category,tanimoto_similarity
Quercetin,Kanamycin,LT01477,vNo-DILI-concern,DILI_negative,0.028169014084507043
Quercetin,Lactitol,LT02745,vNo-DILI-concern,DILI_negative,0.03125
Quercetin,Lactulose,LT00886,vNo-DILI-concern,DILI_negative,0.046153846153846156
Quercetin,Lanthanum carbonate,LT00493,vNo-DILI-concern,DILI_negative,0.05128205128205128
Quercetin,Lasmiditan succinate,LT03699,vNo-DILI-concern,DILI_negative,0.10256410256410256
Quercetin,Lemborexant,LT03700,vNo-DILI-concern,DILI_negative,0.06976744186046512
Quercetin,Leucovorin calcium,LT02192,vNo-DILI-concern,DILI_negative,0.07368421052631578
Quercetin,Levocarnitine,LT01486,vNo-DILI-concern,DILI_negative,0.038461538461538464
Quercetin,Levoleucovorin,LT02437,vNo-DILI-concern,DILI_negative,0.07526881720430108
Quercetin,Levomefolate calcium,LT02442,vNo-DILI-concern,DILI_negative,0.07526881720430108
Quercetin,Levonorgestrel,LT01489,vNo-DILI-concern,DILI_negative,0.06578947368421052
Quercetin,Levorphanol tartrate,LT00752,vNo-DILI-concern,DILI_negative,0.10666666666666667
Quercetin,Lidocaine,LT01905,vNo-DILI-concern,DILI_negative,0.08620689655172414
Quercetin,Linaclotide,LT02412,vNo-DILI-concern,DILI_negative,0.06923076923076923
Quercetin,Liothyronine sodium,LT00783,vNo-DILI-concern,DILI_negative,0.13636363636363635
Quercetin,Lofexidine hydrochloride,LT01776,vNo-DILI-concern,DILI_negative,0.046153846153846156
Quercetin,Loperamide hydrochloride,LT02087,vNo-DILI-concern,DILI_negative,0.06493506493506493
Quercetin,Loratadine,LT01498,vNo-DILI-concern,DILI_negative,0.0759493670886076
Quercetin,Lubiprostone,LT01240,vNo-DILI-concern,DILI_negative,0.0625
Quercetin,Lurasidone hydrochloride,LT02411,vNo-DILI-concern,DILI_negative,0.06097560975609756
Quercetin,Lusutrombopag,LT03708,vNo-DILI-concern,DILI_negative,0.0594059405940594
Quercetin,Macimorelin acetate,LT03709,vNo-DILI-concern,DILI_negative,0.08641975308641975
Quercetin,Mannitol,LT00024,vNo-DILI-concern,DILI_negative,0.022727272727272728
Quercetin,Maribavir,LT03558,vNo-DILI-concern,DILI_negative,0.06666666666666667
Quercetin,Mecamylamine hydrochloride,LT00781,vNo-DILI-concern,DILI_negative,0.0
Quercetin,Meclizine hydrochloride,LT00792,vNo-DILI-concern,DILI_negative,0.0547945205479452
Quercetin,Mepenzolate bromide,LT00790,vNo-DILI-concern,DILI_negative,0.07462686567164178
Quercetin,Meperidine hydrochloride,LT00713,vNo-DILI-concern,DILI_negative,0.09523809523809523
Quercetin,Meprobamate,LT01521,vNo-DILI-concern,DILI_negative,0.05555555555555555
Quercetin,Metaproterenol sulfate,LT02086,vNo-DILI-concern,DILI_negative,0.14285714285714285
Quercetin,Methamphetamine hydrochloride,LT00716,vNo-DILI-concern,DILI_negative,0.05660377358490566
Quercetin,Methionine,LT01468,vNo-DILI-concern,DILI_negative,0.03773584905660377
Quercetin,Methscopolamine bromide,LT01547,vNo-DILI-concern,DILI_negative,0.08450704225352113
Quercetin,Methsuximide,LT00787,vNo-DILI-concern,DILI_negative,0.08928571428571429
Quercetin,Methylergonovine maleate,LT02074,vNo-DILI-concern,DILI_negative,0.06593406593406594
Quercetin,Methylnaltrexone bromide,LT00570,vNo-DILI-concern,DILI_negative,0.13924050632911392
Quercetin,Methysergide maleate,LT02072,vNo-DILI-concern,DILI_negative,0.06741573033707865
Quercetin,Metyrapone,LT00838,vNo-DILI-concern,DILI_negative,0.08620689655172414
Quercetin,Metyrosine,LT00895,vNo-DILI-concern,DILI_negative,0.1320754716981132
Quercetin,Midazolam hydrochloride,LT01557,vNo-DILI-concern,DILI_negative,0.05263157894736842
Quercetin,Midodrine hydrochloride,LT01558,vNo-DILI-concern,DILI_negative,0.08955223880597014
Quercetin,Migalastat hydrochloride,LT03712,vNo-DILI-concern,DILI_negative,0.018518518518518517
Quercetin,Miglitol,LT00992,vNo-DILI-concern,DILI_negative,0.017543859649122806
Quercetin,Miglustat,LT01126,vNo-DILI-concern,DILI_negative,0.01639344262295082
Quercetin,Minoxidil,LT00587,vNo-DILI-concern,DILI_negative,0.06666666666666667
Quercetin,Mitotane,LT01564,vNo-DILI-concern,DILI_negative,0.09259259259259259
Quercetin,Mivacurium chloride,LT00950,vNo-DILI-concern,DILI_negative,0.058823529411764705
Quercetin,Morphine sulfate,LT00905,vNo-DILI-concern,DILI_negative,0.11842105263157894
Quercetin,Nabilone,LT00910,vNo-DILI-concern,DILI_negative,0.11688311688311688
Quercetin,Nalbuphine hydrochloride,LT01586,vNo-DILI-concern,DILI_negative,0.11392405063291139
Quercetin,Naldemedine tosylate,LT03716,vNo-DILI-concern,DILI_negative,0.09734513274336283
Quercetin,Naloxegol oxalate,LT03717,vNo-DILI-concern,DILI_negative,0.10752688172043011
Quercetin,Naloxone hydrochloride,LT00592,vNo-DILI-concern,DILI_negative,0.14102564102564102
Quercetin,Neomycin sulfate,LT00595,vNo-DILI-concern,DILI_negative,0.03896103896103896
Quercetin,Nesiritide,LT00465,vNo-DILI-concern,DILI_negative,0.03535353535353535
Quercetin,Nifurtimox,LT02164,vNo-DILI-concern,DILI_negative,0.09859154929577464
Quercetin,Nitazoxanide,LT01184,vNo-DILI-concern,DILI_negative,0.09859154929577464
Quercetin,Nitroglycerin,LT01608,vNo-DILI-concern,DILI_negative,0.019230769230769232
Quercetin,Norepinephrine bitartrate,LT00738,vNo-DILI-concern,DILI_negative,0.2037037037037037
Quercetin,Norethindrone acetate,LT02269,vNo-DILI-concern,DILI_negative,0.06329113924050633
Quercetin,Nusinersen sodium,LT03720,vNo-DILI-concern,DILI_negative,0.049586776859504134
Quercetin,Nystatin,LT00602,vNo-DILI-concern,DILI_negative,0.05504587155963303
Quercetin,Opicapone,LT03725,vNo-DILI-concern,DILI_negative,0.16666666666666666
Quercetin,Orphenadrine hydrochloride,LT02085,vNo-DILI-concern,DILI_negative,0.046875
Quercetin,Ospemifene,LT02880,vNo-DILI-concern,DILI_negative,0.07936507936507936
Quercetin,Oxymorphone hydrochloride,LT00808,vNo-DILI-concern,DILI_negative,0.1527777777777778
Quercetin,Oxytocin,LT00827,vNo-DILI-concern,DILI_negative,0.07563025210084033
Quercetin,Pafolacianine sodium,LT03729,vNo-DILI-concern,DILI_negative,0.045454545454545456
Quercetin,Pamabrom,LT02055,vNo-DILI-concern,DILI_negative,0.07575757575757576
Quercetin,Pancuronium bromide,LT00867,vNo-DILI-concern,DILI_negative,0.023529411764705882
Quercetin,Paromomycin sulfate,LT02061,vNo-DILI-concern,DILI_negative,0.038461538461538464
Quercetin,Pegfilgrastim,LT01380,vNo-DILI-concern,DILI_negative,0.026785714285714284
Quercetin,Penbutolol sulfate,LT01644,vNo-DILI-concern,DILI_negative,0.06756756756756757
Quercetin,Penicillin v potassium,LT01648,vNo-DILI-concern,DILI_negative,0.07792207792207792
Quercetin,Pentagastrin,LT00869,vNo-DILI-concern,DILI_negative,0.06862745098039216
Quercetin,Pentazocine lactate,LT01650,vNo-DILI-concern,DILI_negative,0.10126582278481013
Quercetin,Pentetate calcium trisodium yb-169,LT00879,vNo-DILI-concern,DILI_negative,0.0392156862745098
Quercetin,Perampanel,LT02446,vNo-DILI-concern,DILI_negative,0.1
Quercetin,Perflutren,LT01065,vNo-DILI-concern,DILI_negative,0.0
Quercetin,Phendimetrazine tartrate,LT00826,vNo-DILI-concern,DILI_negative,0.1111111111111111
Quercetin,Phenoxybenzamine hydrochloride,LT02082,vNo-DILI-concern,DILI_negative,0.045454545454545456
Quercetin,Phentolamine mesylate,LT00433,vNo-DILI-concern,DILI_negative,0.1111111111111111
Quercetin,Physostigmine salicylate,LT00133,vNo-DILI-concern,DILI_negative,0.1111111111111111
Quercetin,Phytonadione,LT00780,vNo-DILI-concern,DILI_negative,0.08571428571428572
Quercetin,Piflufolastat f-18,LT03915,vNo-DILI-concern,DILI_negative,0.06578947368421052
Quercetin,Pimavanserin tartrate,LT03736,vNo-DILI-concern,DILI_negative,0.056818181818181816
Quercetin,Pimozide,LT01672,vNo-DILI-concern,DILI_negative,0.0641025641025641
Quercetin,Pindolol,LT01673,vNo-DILI-concern,DILI_negative,0.057971014492753624
Quercetin,Pitolisant hydrochloride,LT03737,vNo-DILI-concern,DILI_negative,0.046153846153846156
Quercetin,Plerixafor,LT02340,vNo-DILI-concern,DILI_negative,0.05263157894736842
Quercetin,Polidocanol,LT00486,vNo-DILI-concern,DILI_negative,0.018867924528301886
Quercetin,Pramlintide acetate,LT00492,vNo-DILI-concern,DILI_negative,0.043478260869565216
Quercetin,Primaquine phosphate,LT00613,vNo-DILI-concern,DILI_negative,0.07792207792207792
Quercetin,Primidone,LT00261,vNo-DILI-concern,DILI_negative,0.08928571428571429
Quercetin,Procyclidine hydrochloride,LT02219,vNo-DILI-concern,DILI_negative,0.06153846153846154
Quercetin,Propantheline bromide,LT00753,vNo-DILI-concern,DILI_negative,0.08823529411764706
Quercetin,Protirelin,LT00349,vNo-DILI-concern,DILI_negative,0.05813953488372093
Quercetin,Protriptyline hydrochloride,LT00848,vNo-DILI-concern,DILI_negative,0.05
Quercetin,Prucalopride succinate,LT03197,vNo-DILI-concern,DILI_negative,0.06818181818181818
Quercetin,Pseudoephedrine hydrochloride,LT00137,vNo-DILI-concern,DILI_negative,0.07547169811320754
Quercetin,Pyrantel pamoate,LT01713,vNo-DILI-concern,DILI_negative,0.0975609756097561
Quercetin,Pyridoxine hydrochloride,LT01980,vNo-DILI-concern,DILI_negative,0.09259259259259259
Quercetin,Quazepam,LT01721,vNo-DILI-concern,DILI_negative,0.05263157894736842
Quercetin,Ramelteon,LT01217,vNo-DILI-concern,DILI_negative,0.08333333333333333
Quercetin,Ranolazine,LT01192,vNo-DILI-concern,DILI_negative,0.0641025641025641
Quercetin,Regadenoson,LT00646,vNo-DILI-concern,DILI_negative,0.06896551724137931
Quercetin,Remimazolam besylate,LT03744,vNo-DILI-concern,DILI_negative,0.0625
Quercetin,Reserpine,LT01729,vNo-DILI-concern,DILI_negative,0.06
Quercetin,Riboflavin 5'-phosphate,LT01479,vNo-DILI-concern,DILI_negative,0.07407407407407407
Quercetin,Rifamycin sodium,LT03745,vNo-DILI-concern,DILI_negative,0.09615384615384616
Quercetin,Rimantadine hydrochloride,LT00937,vNo-DILI-concern,DILI_negative,0.0
Quercetin,Rimegepant sulfate,LT03746,vNo-DILI-concern,DILI_negative,0.06
Quercetin,Riociguat,LT02894,vNo-DILI-concern,DILI_negative,0.06976744186046512
Quercetin,Risdiplam,LT03748,vNo-DILI-concern,DILI_negative,0.08235294117647059
Quercetin,Rocuronium bromide,LT00957,vNo-DILI-concern,DILI_negative,0.04
Quercetin,Roflumilast,LT00619,vNo-DILI-concern,DILI_negative,0.07692307692307693
Quercetin,Rolapitant hydrochloride,LT03749,vNo-DILI-concern,DILI_negative,0.07058823529411765
Quercetin,Romidepsin,LT00669,vNo-DILI-concern,DILI_negative,0.056818181818181816
Quercetin,Rubidium chloride rb-82,LT00928,vNo-DILI-concern,DILI_negative,0.0
Quercetin,Safinamide mesylate,LT03752,vNo-DILI-concern,DILI_negative,0.0945945945945946
Quercetin,Sapropterin dihydrochloride,LT01262,vNo-DILI-concern,DILI_negative,0.07352941176470588
Quercetin,Sarecycline hydrochloride,LT03753,vNo-DILI-concern,DILI_negative,0.11235955056179775
Quercetin,Scopolamine,LT01974,vNo-DILI-concern,DILI_negative,0.08695652173913043
Quercetin,Selegiline hydrochloride,LT01749,vNo-DILI-concern,DILI_negative,0.06779661016949153
Quercetin,Selexipag,LT03755,vNo-DILI-concern,DILI_negative,0.07407407407407407
Quercetin,Setmelanotide acetate,LT03760,vNo-DILI-concern,DILI_negative,0.056
Quercetin,Sevelamer hydrochloride,LT01039,vNo-DILI-concern,DILI_negative,0.01818181818181818
Quercetin,Sincalide,LT00350,vNo-DILI-concern,DILI_negative,0.06422018348623854
Quercetin,Sodium bicarbonate,LT02337,vNo-DILI-concern,DILI_negative,0.05
Quercetin,Sodium fluoride f-18,LT03914,vNo-DILI-concern,DILI_negative,0.0
Quercetin,Sodium lactate,LT00330,vNo-DILI-concern,DILI_negative,0.044444444444444446
Quercetin,Sodium nitroprusside,LT00880,vNo-DILI-concern,DILI_negative,0.0
Quercetin,Sodium oxybate,LT00480,vNo-DILI-concern,DILI_negative,0.041666666666666664
Quercetin,Sodium thiosulfate,LT00439,vNo-DILI-concern,DILI_negative,0.023809523809523808
Quercetin,Sodium zirconium cyclosilicate,LT03762,vNo-DILI-concern,DILI_negative,0.023255813953488372
Quercetin,Sofosbuvir,LT02901,vNo-DILI-concern,DILI_negative,0.07368421052631578
Quercetin,Solriamfetol hydrochloride,LT03763,vNo-DILI-concern,DILI_negative,0.08620689655172414
Quercetin,Sorbitol,LT02010,vNo-DILI-concern,DILI_negative,0.022727272727272728
Quercetin,Sterile water,LT01294,vNo-DILI-concern,DILI_negative,0.0
Quercetin,Stiripentol,LT02728,vNo-DILI-concern,DILI_negative,0.09836065573770492
Quercetin,Streptomycin sulfate,LT00145,vNo-DILI-concern,DILI_negative,0.043010752688172046
Quercetin,Succinylcholine chloride,LT00749,vNo-DILI-concern,DILI_negative,0.038461538461538464
Quercetin,Sufentanil citrate,LT00920,vNo-DILI-concern,DILI_negative,0.06741573033707865
Quercetin,Sugammadex sodium,LT03224,vNo-DILI-concern,DILI_negative,0.047619047619047616
Quercetin,Suvorexant,LT03766,vNo-DILI-concern,DILI_negative,0.10588235294117647
Quercetin,Tafamidis meglumine,LT03576,vNo-DILI-concern,DILI_negative,0.12987012987012986
Quercetin,Tapentadol hydrochloride,LT00664,vNo-DILI-concern,DILI_negative,0.11666666666666667
Quercetin,Tecovirimat,LT03770,vNo-DILI-concern,DILI_negative,0.08955223880597014
Quercetin,Temsirolimus,LT01261,vNo-DILI-concern,DILI_negative,0.043478260869565216
Quercetin,Tenapanor hydrochloride,LT03773,vNo-DILI-concern,DILI_negative,0.07526881720430108
Quercetin,Terazosin hydrochloride,LT01787,vNo-DILI-concern,DILI_negative,0.07317073170731707
Quercetin,Theophylline sodium glycinate,LT00154,vNo-DILI-concern,DILI_negative,0.07575757575757576
Quercetin,Thiamine hydrochloride,LT01981,vNo-DILI-concern,DILI_negative,0.0410958904109589
Quercetin,Thyrotropin alfa,LT00751,vNo-DILI-concern,DILI_negative,0.05813953488372093
Quercetin,Ticagrelor,LT02413,vNo-DILI-concern,DILI_negative,0.061224489795918366
Quercetin,Tiludronate disodium,LT00998,vNo-DILI-concern,DILI_negative,0.08928571428571429
Quercetin,Tirofiban hydrochloride,LT01037,vNo-DILI-concern,DILI_negative,0.05952380952380952
Quercetin,Topotecan hydrochloride,LT01824,vNo-DILI-concern,DILI_negative,0.12643678160919541
Quercetin,Tranexamic acid,LT00923,vNo-DILI-concern,DILI_negative,0.038461538461538464
Quercetin,Trientine hydrochloride,LT00375,vNo-DILI-concern,DILI_negative,0.022222222222222223
Quercetin,Triheptanoin,LT03777,vNo-DILI-concern,DILI_negative,0.03389830508474576
Quercetin,Trihexyphenidyl hydrochloride,LT01839,vNo-DILI-concern,DILI_negative,0.06153846153846154
Quercetin,Triprolidine hydrochloride,LT00798,vNo-DILI-concern,DILI_negative,0.05714285714285714
Quercetin,Trospium chloride,LT00516,vNo-DILI-concern,DILI_negative,0.07352941176470588
Quercetin,Tyramine,LT02356,vNo-DILI-concern,DILI_negative,0.13043478260869565
Quercetin,Ubrogepant,LT03780,vNo-DILI-concern,DILI_negative,0.06862745098039216
Quercetin,Umeclidinium bromide,LT03782,vNo-DILI-concern,DILI_negative,0.07352941176470588
Quercetin,Uridine triacetate,LT03784,vNo-DILI-concern,DILI_negative,0.1
Quercetin,Urofollitropin,LT00929,vNo-DILI-concern,DILI_negative,0.07692307692307693
Quercetin,Urokinase,LT01229,vNo-DILI-concern,DILI_negative,0.09333333333333334
Quercetin,Vecuronium bromide,LT00916,vNo-DILI-concern,DILI_negative,0.021739130434782608
Quercetin,Vericiguat,LT03787,vNo-DILI-concern,DILI_negative,0.06976744186046512
Quercetin,Vibegron,LT03788,vNo-DILI-concern,DILI_negative,0.09195402298850575
Quercetin,Vilazodone hydrochloride,LT02391,vNo-DILI-concern,DILI_negative,0.10112359550561797
Quercetin,Viloxazine hydrochloride,LT01861,vNo-DILI-concern,DILI_negative,0.06060606060606061
Quercetin,Viltolarsen,LT03789,vNo-DILI-concern,DILI_negative,0.058333333333333334
Quercetin,Vitamin C,LT02009,vNo-DILI-concern,DILI_negative,0.11320754716981132
Quercetin,Vitamin E,LT01516,vNo-DILI-concern,DILI_negative,0.07042253521126761
Quercetin,Voclosporin,LT03563,vNo-DILI-concern,DILI_negative,0.04716981132075472
Quercetin,Vorapaxar sulfate,LT03790,vNo-DILI-concern,DILI_negative,0.1
Quercetin,Vorinostat,LT00462,vNo-DILI-concern,DILI_negative,0.08928571428571429
Quercetin,Vosoritide,LT03791,vNo-DILI-concern,DILI_negative,0.0430622009569378
Quercetin,Voxelotor,LT03792,vNo-DILI-concern,DILI_negative,0.13513513513513514
Quercetin,Zaleplon,LT00648,vNo-DILI-concern,DILI_negative,0.08974358974358974
