test_compound,reference_drug,reference_ltkbid,reference_dilirank,reference_category,tanimoto_similarity
Hyperforin,Abacavir sulfate,LT00040,vMOST-DILI-concern,DILI_positive,0.06060606060606061
Hyperforin,Abemaciclib,LT03619,vLess-DILI-concern,DILI_positive,0.09345794392523364
Hyperforin,Abiraterone acetate,LT02339,vMost-DILI-concern,DILI_positive,0.10204081632653061
Hyperforin,Acamprosate calcium,LT01141,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Acarbose,LT01034,vMost-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Acebutolol hydrochloride,LT01035,vLess-DILI-concern,DILI_positive,0.12087912087912088
Hyperforin,Aceclofenac,LT01853,vLess-DILI-concern,DILI_positive,0.06976744186046512
Hyperforin,Acetaminophen,LT00004,vMost-DILI-concern,DILI_positive,0.1044776119402985
Hyperforin,Acetazolamide,LT00498,vMost-DILI-concern,DILI_positive,0.07894736842105263
Hyperforin,Acitretin,LT01042,vMost-DILI-concern,DILI_positive,0.07954545454545454
Hyperforin,Acyclovir,LT00041,vLess-DILI-concern,DILI_positive,0.06976744186046512
Hyperforin,Adefovir dipivoxil,LT01155,vLess-DILI-concern,DILI_positive,0.0707070707070707
Hyperforin,Alaproclate,LT02213,vMost-DILI-concern,DILI_positive,0.10126582278481013
Hyperforin,Alatrofloxacin mesylate,LT00461,vMost-DILI-concern,DILI_positive,0.09649122807017543
Hyperforin,Albendazole,LT00499,vMost-DILI-concern,DILI_positive,0.06666666666666667
Hyperforin,Alclofenac,LT00692,vMost-DILI-concern,DILI_positive,0.07317073170731707
Hyperforin,Alendronate sodium,LT00980,vLess-DILI-concern,DILI_positive,0.03896103896103896
Hyperforin,Alfuzosin hydrochloride,LT01107,vLess-DILI-concern,DILI_positive,0.0761904761904762
Hyperforin,Aliskiren hemifumarate,LT01244,vLess-DILI-concern,DILI_positive,0.07894736842105263
Hyperforin,Allopurinol,LT00043,vMost-DILI-concern,DILI_positive,0.05405405405405406
Hyperforin,Alosetron hydrochloride,LT01070,vLess-DILI-concern,DILI_positive,0.07368421052631578
Hyperforin,Alpelisib,LT03621,vLess-DILI-concern,DILI_positive,0.07476635514018691
Hyperforin,Alpidem,LT01060,vMost-DILI-concern,DILI_positive,0.06521739130434782
Hyperforin,Alprazolam,LT00501,vLess-DILI-concern,DILI_positive,0.03260869565217391
Hyperforin,Amiloride hydrochloride,LT02070,vLess-DILI-concern,DILI_positive,0.05063291139240506
Hyperforin,Amineptine,LT00045,vMost-DILI-concern,DILI_positive,0.08536585365853659
Hyperforin,Aminosalicylic acid ,LT00505,vMOST-DILI-concern,DILI_positive,0.07042253521126761
Hyperforin,Amiodarone hydrochloride,LT00046,vMost-DILI-concern,DILI_positive,0.058823529411764705
Hyperforin,Amisulpride,LT01793,vLess-DILI-concern,DILI_positive,0.10526315789473684
Hyperforin,Amitriptyline hydrochloride,LT00047,vLess-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Amlodipine besylate,LT00175,vLess-DILI-concern,DILI_positive,0.0761904761904762
Hyperforin,Amoxicillin,LT00507,vLess-DILI-concern,DILI_positive,0.12222222222222222
Hyperforin,Amphetamine sulfate,LT02100,vLess-DILI-concern,DILI_positive,0.09722222222222222
Hyperforin,Amphotericin B,LT00048,vLess-DILI-concern,DILI_positive,0.1092436974789916
Hyperforin,Ampicillin sodium,LT00049,vLess-DILI-concern,DILI_positive,0.10869565217391304
Hyperforin,Anastrozole,LT00263,vLess-DILI-concern,DILI_positive,0.03529411764705882
Hyperforin,Anidulafungin,LT01203,vMost-DILI-concern,DILI_positive,0.1
Hyperforin,Apixaban,LT02418,vLess-DILI-concern,DILI_positive,0.08247422680412371
Hyperforin,Aplaviroc,LT00693,vMost-DILI-concern,DILI_positive,0.1111111111111111
Hyperforin,Aripiprazole,LT01143,vLess-DILI-concern,DILI_positive,0.08
Hyperforin,Aripiprazole lauroxil,LT03624,vLess-DILI-concern,DILI_positive,0.07894736842105263
Hyperforin,Aspirin,LT00053,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Atazanavir sulfate,LT01199,vLess-DILI-concern,DILI_positive,0.07079646017699115
Hyperforin,Atenolol,LT00277,vLess-DILI-concern,DILI_positive,0.12345679012345678
Hyperforin,Atomoxetine hydrochloride,LT01139,vMost-DILI-concern,DILI_positive,0.04819277108433735
Hyperforin,Atorvastatin calcium,LT00258,vMost-DILI-concern,DILI_positive,0.08571428571428572
Hyperforin,Auranofin,LT02166,vLess-DILI-concern,DILI_positive,0.08536585365853659
Hyperforin,Azathioprine,LT00006,vMost-DILI-concern,DILI_positive,0.054945054945054944
Hyperforin,Azithromycin,LT00265,vLess-DILI-concern,DILI_positive,0.10743801652892562
Hyperforin,Baclofen,LT01113,vLess-DILI-concern,DILI_positive,0.0945945945945946
Hyperforin,Benazepril hydrochloride,LT01116,vLess-DILI-concern,DILI_positive,0.10101010101010101
Hyperforin,Bendazac,LT01117,vMost-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Bendroflumethiazide,LT00825,vLess-DILI-concern,DILI_positive,0.06315789473684211
Hyperforin,Benoxaprofen,LT00513,vMost-DILI-concern,DILI_positive,0.09302325581395349
Hyperforin,Benzarone,LT01120,vMost-DILI-concern,DILI_positive,0.08641975308641975
Hyperforin,Benzbromarone,LT00278,vMost-DILI-concern,DILI_positive,0.08235294117647059
Hyperforin,Benziodarone,LT01121,vMost-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Benzonatate,LT00800,vLess-DILI-concern,DILI_positive,0.08235294117647059
Hyperforin,Bexarotene,LT01064,vMost-DILI-concern,DILI_positive,0.11392405063291139
Hyperforin,Bicalutamide,LT00056,vMost-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Bortezomib,LT01202,vMost-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Bosentan,LT01140,vMost-DILI-concern,DILI_positive,0.056074766355140186
Hyperforin,Bosutinib monohydrate,LT02349,vMost-DILI-concern,DILI_positive,0.03636363636363636
Hyperforin,Bromfenac sodium,LT00519,vMost-DILI-concern,DILI_positive,0.07058823529411765
Hyperforin,Bromocriptine mesylate,LT00279,vLess-DILI-concern,DILI_positive,0.09923664122137404
Hyperforin,Bupropion hydrochloride,LT00058,vLess-DILI-concern,DILI_positive,0.0875
Hyperforin,Busulfan,LT00280,vMost-DILI-concern,DILI_positive,0.045454545454545456
Hyperforin,Canagliflozin,LT02899,vLess-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Candesartan cilexetil,LT01022,vLess-DILI-concern,DILI_positive,0.08264462809917356
Hyperforin,Capecitabine,LT02018,vLess-DILI-concern,DILI_positive,0.10309278350515463
Hyperforin,Capmatinib hydrochloride,LT03646,vLess-DILI-concern,DILI_positive,0.05504587155963303
Hyperforin,Captopril,LT00059,vLess-DILI-concern,DILI_positive,0.11842105263157894
Hyperforin,Carbamazepine,LT00060,vMost-DILI-concern,DILI_positive,0.0547945205479452
Hyperforin,Carbenicillin disodium,LT01159,vLess-DILI-concern,DILI_positive,0.10869565217391304
Hyperforin,Carboplatin,LT00061,vLess-DILI-concern,DILI_positive,0.07575757575757576
Hyperforin,Carfilzomib,LT02395,vMost-DILI-concern,DILI_positive,0.1262135922330097
Hyperforin,Carvedilol,LT00207,vLess-DILI-concern,DILI_positive,0.0625
Hyperforin,Cefaclor,LT01166,vLess-DILI-concern,DILI_positive,0.09782608695652174
Hyperforin,Cefadroxil hemihydrate,LT01167,vLess-DILI-concern,DILI_positive,0.11827956989247312
Hyperforin,Cefazolin sodium,LT01171,vLess-DILI-concern,DILI_positive,0.10091743119266056
Hyperforin,Cefdinir,LT01289,vLess-DILI-concern,DILI_positive,0.08737864077669903
Hyperforin,Cefditoren pivoxil,LT01087,vLess-DILI-concern,DILI_positive,0.08870967741935484
Hyperforin,Cefepime hydrochloride,LT01172,vLess-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Cefixime,LT01173,vLess-DILI-concern,DILI_positive,0.09259259259259259
Hyperforin,Cefoperazone sodium,LT01176,vLess-DILI-concern,DILI_positive,0.0967741935483871
Hyperforin,Cefotaxime sodium,LT01177,vLess-DILI-concern,DILI_positive,0.1
Hyperforin,Cefprozil,LT01182,vLess-DILI-concern,DILI_positive,0.125
Hyperforin,Ceftaroline fosamil,LT02387,vLess-DILI-concern,DILI_positive,0.07633587786259542
Hyperforin,Ceftazidime,LT00062,vLess-DILI-concern,DILI_positive,0.08547008547008547
Hyperforin,Ceftriaxone sodium,LT01185,vLess-DILI-concern,DILI_positive,0.08264462809917356
Hyperforin,Cefuroxime sodium,LT01186,vLess-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Celecoxib,LT00252,vLess-DILI-concern,DILI_positive,0.03296703296703297
Hyperforin,Cephalexin,LT01189,vLess-DILI-concern,DILI_positive,0.10989010989010989
Hyperforin,Ceritinib,LT03596,vMost-DILI-concern,DILI_positive,0.08108108108108109
Hyperforin,Cetirizine hydrochloride,LT01190,vLess-DILI-concern,DILI_positive,0.07777777777777778
Hyperforin,Chlorambucil,LT00286,vLess-DILI-concern,DILI_positive,0.0625
Hyperforin,Chlorcyclizine hydrochloride,LT00066,vLess-DILI-concern,DILI_positive,0.05
Hyperforin,Chlordiazepoxide hydrochloride,LT01198,vLess-DILI-concern,DILI_positive,0.054945054945054944
Hyperforin,Chlormezanone,LT01201,vMost-DILI-concern,DILI_positive,0.075
Hyperforin,Chloroquine phosphate,LT01207,vLess-DILI-concern,DILI_positive,0.07216494845360824
Hyperforin,Chlorothiazide,LT01208,vLess-DILI-concern,DILI_positive,0.03529411764705882
Hyperforin,Chlorpromazine hydrochloride,LT00068,vLess-DILI-concern,DILI_positive,0.03333333333333333
Hyperforin,Chlorpropamide,LT00379,vLess-DILI-concern,DILI_positive,0.075
Hyperforin,Chlorzoxazone,LT00067,vMost-DILI-concern,DILI_positive,0.039473684210526314
Hyperforin,Cimetidine,LT01218,vLess-DILI-concern,DILI_positive,0.043010752688172046
Hyperforin,Cinchophen,LT01219,vMost-DILI-concern,DILI_positive,0.05128205128205128
Hyperforin,Ciprofloxacin hydrochloride,LT00178,vMost-DILI-concern,DILI_positive,0.07368421052631578
Hyperforin,Cisplatin,LT00071,vLess-DILI-concern,DILI_positive,0.0
Hyperforin,Citalopram hydrobromide,LT00219,vLess-DILI-concern,DILI_positive,0.07368421052631578
Hyperforin,Cladribine,LT01224,vLess-DILI-concern,DILI_positive,0.06521739130434782
Hyperforin,Clarithromycin,LT00187,vMost-DILI-concern,DILI_positive,0.11403508771929824
Hyperforin,Clindamycin hydrochloride,LT01225,vLess-DILI-concern,DILI_positive,0.1134020618556701
Hyperforin,Clindamycin phosphate,LT02346,vLess-DILI-concern,DILI_positive,0.10576923076923077
Hyperforin,Clofibrate,LT00011,vLess-DILI-concern,DILI_positive,0.07692307692307693
Hyperforin,Clomacran,LT00694,vMost-DILI-concern,DILI_positive,0.05747126436781609
Hyperforin,Clometacin,LT01228,vMost-DILI-concern,DILI_positive,0.06593406593406594
Hyperforin,Clomiphene citrate,LT00233,vLess-DILI-concern,DILI_positive,0.0625
Hyperforin,Clomipramine hydrochloride,LT00185,vMost-DILI-concern,DILI_positive,0.0449438202247191
Hyperforin,Clonazepam,LT00532,vLess-DILI-concern,DILI_positive,0.06593406593406594
Hyperforin,Clopidogrel bisulfate,LT01023,vLess-DILI-concern,DILI_positive,0.07291666666666667
Hyperforin,Clotrimazole,LT00248,vLess-DILI-concern,DILI_positive,0.011764705882352941
Hyperforin,Cloxacillin sodium,LT01235,vLess-DILI-concern,DILI_positive,0.08571428571428572
Hyperforin,Clozapine,LT00287,vMost-DILI-concern,DILI_positive,0.04395604395604396
Hyperforin,Colestipol hydrochloride,LT00881,vLess-DILI-concern,DILI_positive,0.015384615384615385
Hyperforin,Crizotinib,LT02436,vMost-DILI-concern,DILI_positive,0.07547169811320754
Hyperforin,Cromoglicate,LT02004,vLess-DILI-concern,DILI_positive,0.10843373493975904
Hyperforin,Cyclobenzaprine hydrochloride,LT01249,vLess-DILI-concern,DILI_positive,0.07792207792207792
Hyperforin,Cyclofenil,LT01250,vMost-DILI-concern,DILI_positive,0.10666666666666667
Hyperforin,Cyclophosphamide,LT00013,vLess-DILI-concern,DILI_positive,0.05194805194805195
Hyperforin,Cyclosporine,LT00380,vMost-DILI-concern,DILI_positive,0.09401709401709402
Hyperforin,Cyproheptadine hydrochloride,LT01255,vLess-DILI-concern,DILI_positive,0.0379746835443038
Hyperforin,Cytarabine,LT00209,vMost-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Dabigatran etexilate mesylate,LT02345,vLess-DILI-concern,DILI_positive,0.06976744186046512
Hyperforin,Dacarbazine,LT00288,vMost-DILI-concern,DILI_positive,0.0625
Hyperforin,Dacomitinib,LT03652,vLess-DILI-concern,DILI_positive,0.08035714285714286
Hyperforin,Dactinomycin,LT00079,vMost-DILI-concern,DILI_positive,0.08270676691729323
Hyperforin,Dalteparin sodium,LT00961,vLess-DILI-concern,DILI_positive,0.04285714285714286
Hyperforin,Danazol,LT00539,vMost-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Dantrolene sodium,LT00080,vMost-DILI-concern,DILI_positive,0.06315789473684211
Hyperforin,Dapsone,LT00289,vLess-DILI-concern,DILI_positive,0.029411764705882353
Hyperforin,Daptomycin,LT01200,vLess-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Darunavir,LT01243,vMost-DILI-concern,DILI_positive,0.08928571428571429
Hyperforin,Dasatinib,LT01248,vLess-DILI-concern,DILI_positive,0.0625
Hyperforin,Deferasirox,LT00563,vMost-DILI-concern,DILI_positive,0.058823529411764705
Hyperforin,Deferoxamine mesylate,LT00386,vLess-DILI-concern,DILI_positive,0.06896551724137931
Hyperforin,Desloratadine,LT01085,vLess-DILI-concern,DILI_positive,0.02197802197802198
Hyperforin,Desvenlafaxine succinate,LT00573,vLess-DILI-concern,DILI_positive,0.11904761904761904
Hyperforin,Dexlansoprazole,LT01266,vLess-DILI-concern,DILI_positive,0.04040404040404041
Hyperforin,Dexmethylphenidate hydrochloride,LT02909,vLess-DILI-concern,DILI_positive,0.0963855421686747
Hyperforin,Diazepam,LT00230,vLess-DILI-concern,DILI_positive,0.05747126436781609
Hyperforin,Diclofenac sodium,LT00084,vMost-DILI-concern,DILI_positive,0.07407407407407407
Hyperforin,Dicloxacillin sodium,LT02041,vLess-DILI-concern,DILI_positive,0.08737864077669903
Hyperforin,Didanosine,LT01285,vMost-DILI-concern,DILI_positive,0.07954545454545454
Hyperforin,Diflunisal,LT00085,vMost-DILI-concern,DILI_positive,0.0625
Hyperforin,Diltiazem hydrochloride,LT01292,vMost-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Dimethyl fumarate,LT02877,vMost-DILI-concern,DILI_positive,0.08064516129032258
Hyperforin,Disopyramide phosphate,LT01302,vLess-DILI-concern,DILI_positive,0.08791208791208792
Hyperforin,Disulfiram,LT00295,vMost-DILI-concern,DILI_positive,0.04477611940298507
Hyperforin,Divalproex sodium,LT00684,vMost-DILI-concern,DILI_positive,0.08571428571428572
Hyperforin,Docetaxel,LT01309,vLess-DILI-concern,DILI_positive,0.12598425196850394
Hyperforin,Dofetilide,LT01040,vLess-DILI-concern,DILI_positive,0.04597701149425287
Hyperforin,Dolutegravir sodium,LT02905,vMost-DILI-concern,DILI_positive,0.09345794392523364
Hyperforin,Donepezil hydrochloride,LT00052,vLess-DILI-concern,DILI_positive,0.0851063829787234
Hyperforin,Doxazosin mesylate,LT01313,vLess-DILI-concern,DILI_positive,0.07407407407407407
Hyperforin,Doxepin hydrochloride,LT01314,vLess-DILI-concern,DILI_positive,0.08433734939759036
Hyperforin,Doxorubicin hydrochloride,LT00335,vLess-DILI-concern,DILI_positive,0.13513513513513514
Hyperforin,Doxycycline,LT00393,vLess-DILI-concern,DILI_positive,0.14583333333333334
Hyperforin,Dronedarone hydrochloride,LT00671,vMost-DILI-concern,DILI_positive,0.056074766355140186
Hyperforin,Droxicam,LT01318,vMost-DILI-concern,DILI_positive,0.0425531914893617
Hyperforin,Duloxetine hydrochloride,LT02035,vMost-DILI-concern,DILI_positive,0.04395604395604396
Hyperforin,Ebrotidine,LT01849,vMost-DILI-concern,DILI_positive,0.04854368932038835
Hyperforin,Efavirenz,LT01323,vMost-DILI-concern,DILI_positive,0.07777777777777778
Hyperforin,Eltrombopag olamine,LT00663,vMost-DILI-concern,DILI_positive,0.08411214953271028
Hyperforin,Enalapril maleate,LT00296,vLess-DILI-concern,DILI_positive,0.11224489795918367
Hyperforin,Enoxaparin sodium,LT00954,vLess-DILI-concern,DILI_positive,0.0851063829787234
Hyperforin,Entacapone,LT01968,vLess-DILI-concern,DILI_positive,0.0898876404494382
Hyperforin,Eplerenone,LT01149,vLess-DILI-concern,DILI_positive,0.13131313131313133
Hyperforin,Erlotinib hydrochloride,LT01214,vMost-DILI-concern,DILI_positive,0.04081632653061224
Hyperforin,Erythromycin estolate,LT00092,vMost-DILI-concern,DILI_positive,0.1111111111111111
Hyperforin,Escitalopram oxalate,LT02929,vLess-DILI-concern,DILI_positive,0.10309278350515463
Hyperforin,Esomeprazole sodium,LT01589,vLess-DILI-concern,DILI_positive,0.04081632653061224
Hyperforin,Estradiol valerate,LT00016,vLess-DILI-concern,DILI_positive,0.11458333333333333
Hyperforin,Estramustine phosphate sodium,LT01342,vMost-DILI-concern,DILI_positive,0.09433962264150944
Hyperforin,Eszopiclone,LT01161,vLess-DILI-concern,DILI_positive,0.08247422680412371
Hyperforin,Ethambutol hydrochloride,LT01345,vMost-DILI-concern,DILI_positive,0.058823529411764705
Hyperforin,Ethionamide,LT01348,vLess-DILI-concern,DILI_positive,0.05194805194805195
Hyperforin,Etodolac,LT00240,vMost-DILI-concern,DILI_positive,0.11235955056179775
Hyperforin,Etoposide,LT00094,vLess-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Etravirine,LT00653,vMost-DILI-concern,DILI_positive,0.0425531914893617
Hyperforin,Everolimus,LT01267,vLess-DILI-concern,DILI_positive,0.10344827586206896
Hyperforin,Exemestane,LT00394,vMost-DILI-concern,DILI_positive,0.09195402298850575
Hyperforin,Exifone,LT01359,vMost-DILI-concern,DILI_positive,0.0684931506849315
Hyperforin,Ezetimibe,LT01153,vLess-DILI-concern,DILI_positive,0.10227272727272728
Hyperforin,Falnidamol,LT01870,vMost-DILI-concern,DILI_positive,0.058823529411764705
Hyperforin,Famotidine,LT00095,vLess-DILI-concern,DILI_positive,0.043478260869565216
Hyperforin,Febuxostat,LT00554,vMost-DILI-concern,DILI_positive,0.10869565217391304
Hyperforin,Felbamate,LT00097,vMost-DILI-concern,DILI_positive,0.09722222222222222
Hyperforin,Felodipine,LT00397,vLess-DILI-concern,DILI_positive,0.10465116279069768
Hyperforin,Fenclozic acid,LT01846,vMost-DILI-concern,DILI_positive,0.075
Hyperforin,Fenofibrate,LT00098,vLess-DILI-concern,DILI_positive,0.08536585365853659
Hyperforin,Fenofibric acid,LT00670,vLess-DILI-concern,DILI_positive,0.06329113924050633
Hyperforin,Fenoprofen calcium,LT00099,vMost-DILI-concern,DILI_positive,0.0875
Hyperforin,Fialuridine,LT01371,vMost-DILI-concern,DILI_positive,0.10588235294117647
Hyperforin,Fiduxosin,LT00701,vMost-DILI-concern,DILI_positive,0.06504065040650407
Hyperforin,Finasteride,LT00167,vLess-DILI-concern,DILI_positive,0.10638297872340426
Hyperforin,Fingolimod hydrochloride,LT02342,vMost-DILI-concern,DILI_positive,0.06329113924050633
Hyperforin,Fipexide,LT01372,vMost-DILI-concern,DILI_positive,0.07526881720430108
Hyperforin,Flavoxate hydrochloride,LT00857,vLess-DILI-concern,DILI_positive,0.10309278350515463
Hyperforin,Flecainide acetate,LT01375,vLess-DILI-concern,DILI_positive,0.09183673469387756
Hyperforin,Fluconazole,LT00179,vMost-DILI-concern,DILI_positive,0.047058823529411764
Hyperforin,Fluorouracil,LT01029,vLess-DILI-concern,DILI_positive,0.04285714285714286
Hyperforin,Fluoxetine hydrochloride,LT00018,vLess-DILI-concern,DILI_positive,0.04597701149425287
Hyperforin,Flurazepam hydrochloride,LT01394,vLess-DILI-concern,DILI_positive,0.06060606060606061
Hyperforin,Flurbiprofen sodium,LT00298,vLess-DILI-concern,DILI_positive,0.08641975308641975
Hyperforin,Flutamide,LT00101,vMost-DILI-concern,DILI_positive,0.10975609756097561
Hyperforin,Fluvastatin sodium,LT00172,vLess-DILI-concern,DILI_positive,0.10204081632653061
Hyperforin,Fondaparinux sodium,LT01125,vLess-DILI-concern,DILI_positive,0.06306306306306306
Hyperforin,Fosfomycin tromethamine,LT01398,vLess-DILI-concern,DILI_positive,0.06756756756756757
Hyperforin,Fosinopril sodium,LT01399,vLess-DILI-concern,DILI_positive,0.08928571428571429
Hyperforin,Fosphenytoin sodium,LT01400,vMost-DILI-concern,DILI_positive,0.05952380952380952
Hyperforin,Fospropofol disodium,LT00658,vLess-DILI-concern,DILI_positive,0.07692307692307693
Hyperforin,Gabapentin,LT00300,vLess-DILI-concern,DILI_positive,0.08571428571428572
Hyperforin,Gefitinib,LT00402,vMost-DILI-concern,DILI_positive,0.03636363636363636
Hyperforin,Gemcitabine hydrochloride,LT01407,vMost-DILI-concern,DILI_positive,0.10465116279069768
Hyperforin,Gemfibrozil,LT00020,vMost-DILI-concern,DILI_positive,0.08641975308641975
Hyperforin,Gemifloxacin mesylate,LT01084,vLess-DILI-concern,DILI_positive,0.09009009009009009
Hyperforin,Givosiran sodium,LT03686,vLess-DILI-concern,DILI_positive,0.07563025210084033
Hyperforin,Glafenine,LT02092,vMost-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Glatiramer acetate,LT00985,vLess-DILI-concern,DILI_positive,0.11494252873563218
Hyperforin,Glimepiride,LT00173,vLess-DILI-concern,DILI_positive,0.0970873786407767
Hyperforin,Glipizide,LT00243,vLess-DILI-concern,DILI_positive,0.09183673469387756
Hyperforin,Glyburide,LT00302,vLess-DILI-concern,DILI_positive,0.07692307692307693
Hyperforin,Griseofulvin,LT00558,vMost-DILI-concern,DILI_positive,0.10112359550561797
Hyperforin,Haloperidol decanoate,LT02427,vLess-DILI-concern,DILI_positive,0.09
Hyperforin,Haloperidol lactate,LT00405,vLess-DILI-concern,DILI_positive,0.11702127659574468
Hyperforin,Heparin sodium,LT01426,vLess-DILI-concern,DILI_positive,0.08849557522123894
Hyperforin,Hydralazine hydrochloride,LT00559,vLess-DILI-concern,DILI_positive,0.012658227848101266
Hyperforin,Hydrochlorothiazide,LT01433,vLess-DILI-concern,DILI_positive,0.060240963855421686
Hyperforin,Hydroxychloroquine sulfate,LT02026,vLess-DILI-concern,DILI_positive,0.06930693069306931
Hyperforin,Hydroxyurea,LT00106,vMost-DILI-concern,DILI_positive,0.04918032786885246
Hyperforin,Ibandronate sodium,LT01156,vLess-DILI-concern,DILI_positive,0.047619047619047616
Hyperforin,Ibrutinib,LT02898,vMost-DILI-concern,DILI_positive,0.06481481481481481
Hyperforin,Ibufenac,LT00560,vMost-DILI-concern,DILI_positive,0.11594202898550725
Hyperforin,Ibuprofen,LT00199,vLess-DILI-concern,DILI_positive,0.12857142857142856
Hyperforin,Idelalisib,LT03610,vMost-DILI-concern,DILI_positive,0.06542056074766354
Hyperforin,Ifosfamide,LT00562,vLess-DILI-concern,DILI_positive,0.037037037037037035
Hyperforin,Imatinib mesylate,LT00107,vMost-DILI-concern,DILI_positive,0.06956521739130435
Hyperforin,Imipramine hydrochloride,LT00108,vLess-DILI-concern,DILI_positive,0.05
Hyperforin,Inclisiran sodium,LT03691,vLess-DILI-concern,DILI_positive,0.07086614173228346
Hyperforin,Indomethacin,LT00022,vMost-DILI-concern,DILI_positive,0.06451612903225806
Hyperforin,Interferon alfa-2b,LT01306,vMost-DILI-concern,DILI_positive,0.0891089108910891
Hyperforin,Iproniazid,LT00109,vMost-DILI-concern,DILI_positive,0.0958904109589041
Hyperforin,Irbesartan,LT01005,vLess-DILI-concern,DILI_positive,0.06796116504854369
Hyperforin,Irinotecan hydrochloride,LT01466,vLess-DILI-concern,DILI_positive,0.09917355371900827
Hyperforin,Isaxonine,LT00696,vMost-DILI-concern,DILI_positive,0.07462686567164178
Hyperforin,Isoniazid,LT00306,vMost-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Isotretinoin,LT00234,vMost-DILI-concern,DILI_positive,0.13414634146341464
Hyperforin,Isradipine,LT01475,vLess-DILI-concern,DILI_positive,0.09782608695652174
Hyperforin,Itraconazole,LT00182,vMost-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Ivacaftor,LT02431,vLess-DILI-concern,DILI_positive,0.07608695652173914
Hyperforin,Ivermectin,LT00568,vLess-DILI-concern,DILI_positive,0.09285714285714286
Hyperforin,Ketamine hydrochloride,LT00859,vLess-DILI-concern,DILI_positive,0.07407407407407407
Hyperforin,Ketoconazole,LT00111,vMost-DILI-concern,DILI_positive,0.08928571428571429
Hyperforin,Ketoprofen,LT00023,vLess-DILI-concern,DILI_positive,0.10810810810810811
Hyperforin,Ketorolac tromethamine,LT00204,vLess-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Labetalol hydrochloride,LT00112,vMost-DILI-concern,DILI_positive,0.0989010989010989
Hyperforin,Lamivudine,LT00569,vLess-DILI-concern,DILI_positive,0.09411764705882353
Hyperforin,Lamotrigine,LT01481,vMost-DILI-concern,DILI_positive,0.024691358024691357
Hyperforin,Lansoprazole,LT00307,vLess-DILI-concern,DILI_positive,0.04040404040404041
Hyperforin,Lapatinib ditosylate,LT02204,vMost-DILI-concern,DILI_positive,0.03731343283582089
Hyperforin,Leflunomide,LT00113,vMost-DILI-concern,DILI_positive,0.058823529411764705
Hyperforin,Lenalidomide,LT01238,vLess-DILI-concern,DILI_positive,0.06896551724137931
Hyperforin,Letermovir,LT03701,vLess-DILI-concern,DILI_positive,0.07079646017699115
Hyperforin,Letrozole,LT00572,vLess-DILI-concern,DILI_positive,0.024691358024691357
Hyperforin,Leuprolide acetate,LT02019,vLess-DILI-concern,DILI_positive,0.0915032679738562
Hyperforin,Levetiracetam,LT01059,vLess-DILI-concern,DILI_positive,0.1388888888888889
Hyperforin,Levocetirizine dihydrochloride,LT00600,vLess-DILI-concern,DILI_positive,0.07777777777777778
Hyperforin,Levofloxacin,LT01488,vMost-DILI-concern,DILI_positive,0.08247422680412371
Hyperforin,Levothyroxine sodium,LT01072,vLess-DILI-concern,DILI_positive,0.10843373493975904
Hyperforin,Linagliptin,LT02445,vLess-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Linezolid,LT01077,vLess-DILI-concern,DILI_positive,0.10638297872340426
Hyperforin,Liraglutide,LT01268,vLess-DILI-concern,DILI_positive,0.06629834254143646
Hyperforin,Lisinopril,LT01492,vLess-DILI-concern,DILI_positive,0.09375
Hyperforin,Lomitapide mesylate,LT02398,vMost-DILI-concern,DILI_positive,0.08849557522123894
Hyperforin,Lomustine,LT00575,vLess-DILI-concern,DILI_positive,0.07692307692307693
Hyperforin,Loracarbef,LT01497,vLess-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Lorazepam,LT00181,vLess-DILI-concern,DILI_positive,0.08139534883720931
Hyperforin,Losartan potassium,LT01499,vLess-DILI-concern,DILI_positive,0.038461538461538464
Hyperforin,Lovastatin,LT00576,vLess-DILI-concern,DILI_positive,0.12
Hyperforin,Lumiracoxib,LT00686,vMost-DILI-concern,DILI_positive,0.07954545454545454
Hyperforin,Macitentan,LT02451,vMost-DILI-concern,DILI_positive,0.05
Hyperforin,Maraviroc,LT00640,vMost-DILI-concern,DILI_positive,0.10576923076923077
